feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
g_Klebsiella	family_income_cat	>=10000	-0.00779227088528201	0.00698685533443355	2916	893	0.264824777255728	0.778442338525245
g_Clostridium	Serum_Zn	Serum_Zn	-0.000476242756821726	0.000428831856907307	2916	657	0.266850739734268	0.780345963825435
g_Sediminibacterium	Smoking_status	Former smokers	0.00477933549505776	0.00430721043259633	2916	1078	0.267258076092769	0.780345963825435
g_Streptococcus	Smoking_status	Current smokers	0.00352462648047762	0.00317176729080106	2916	690	0.266552992101911	0.780345963825435
g_Collinsella	Education	High_school	-0.000543858494346172	0.000492393317376769	2916	143	0.269459191653469	0.785024445017108
g_Enterobacter	Education	Bachelor_degree_or_above	-0.000204374690407298	0.00018568933199587	2916	31	0.271150508156934	0.788200257635787
g_Citrobacter	Smoking_status	Former smokers	0.00015799311493496	0.000143909385166369	2916	7	0.272354599094858	0.788463242863514
g_Prevotella	Dringking_status	Drinking within the past 30 days	-0.0073495601244862	0.00669565596768721	2916	1387	0.272443820760619	0.788463242863514
g_Butyricimonas	Marital_status	Other	0.000309036455891111	0.000282911491714621	2916	77	0.274773121974798	0.789972725677546
g_Parabacteroides	Serum_Zn	Serum_Zn	0.000416013170111584	0.0003804240300401	2916	927	0.274242795191003	0.789972725677546
g_Serratia	family_income_cat	3000-5000	0.000515461144247981	0.000471549907023556	2916	13	0.274431560332161	0.789972725677546
g_Fusobacterium	Zn_intake	Zn_intake	-0.00104808690789271	0.000963571416362991	2916	469	0.276813372512511	0.793017568054373
g_Pseudidiomarina	Education	High_school	5.84293460852087e-05	5.37433046247168e-05	2916	0	0.277041987924411	0.793017568054373
g_Roseburia	Age	Age	0.000686239018796065	0.000632435894524305	2916	1155	0.277979708040868	0.7939681857115
g_Phascolarctobacterium	Dringking_status	Drinking more than 30 days ago	0.0026390002150938	0.00244092035556282	2916	1236	0.279720567004901	0.793981895676673
g_Roseburia	family_income_cat	Declined to answer or unknown	-0.00172672423300138	0.00159624208622516	2916	1155	0.279456659050627	0.793981895676673
g_Ruminococcus	family_income_cat	5000-10000	0.00478019161794863	0.00442214021274023	2916	1983	0.279801400307111	0.793981895676673
g_Citrobacter	Dringking_status	Drinking within the past 30 days	-8.42512390498671e-05	7.83085317756402e-05	2916	7	0.282066802747693	0.798681594821222
g_Lactobacillus	act_sports_intense	Yes	0.00139986999469956	0.00130303835296428	2916	78	0.28277228168924	0.79895358037628
g_Actinomyces	Family_diabetes_history	Yes	-0.000293021258159258	0.00027447503037879	2916	45	0.285803587764534	0.802495854353541
g_Bacteroides	Gender	Female	0.00930102367221471	0.00873182674222084	2916	2808	0.286880355962527	0.802495854353541
g_Faecalibacterium	Marital_status	Other	-0.0067978976453666	0.00638461745855515	2916	2475	0.287086617613891	0.802495854353541
g_Haemophilus	Family_diabetes_history	Yes	0.001782563353107	0.00167064963292505	2916	288	0.286066127682071	0.802495854353541
g_Odoribacter	family_income_cat	Declined to answer or unknown	-0.000130392188309904	0.000121965234219777	2916	13	0.285116828780058	0.802495854353541
g_Faecalibacterium	Smoking_status	Former smokers	-0.00909770734005636	0.00856030246180095	2916	2475	0.287970922112805	0.803255061467844
g_Citrobacter	Education	Bachelor_degree_or_above	-0.000124524059528857	0.000117541765741698	2916	7	0.289504787686211	0.805819058718945
g_Eggerthella	Dringking_status	Drinking more than 30 days ago	0.000239352773470434	0.000226393956683068	2916	30	0.290490195731452	0.806848827550707
g_Acinetobacter	Serum_Zn	Serum_Zn	0.000415202373809817	0.000393355471614574	2916	75	0.291266543800279	0.807294796875614
g_Clostridium	Smoking_status	Current smokers	0.00140237901740119	0.00133465127112028	2916	657	0.29346309450538	0.811091977961564
g_Haemophilus	family_income_cat	5000-10000	-0.00149753124833726	0.00142642171257646	2916	288	0.293873905058538	0.811091977961564
g_Faecalibacterium	Smoking_status	Current smokers	0.00595388332779456	0.00570925046717146	2916	2475	0.297105506106617	0.81828848425583
g_Bilophila	Education	Bachelor_degree_or_above	0.000301252459636492	0.000290211748471018	2916	34	0.299336399605312	0.818447829745416
g_Blautia	Marital_status	Other	0.00236533386034422	0.00228471270410254	2916	884	0.300621236864401	0.818447829745416
g_Coprococcus	Age	Age	0.000663109095155711	0.000642546790236018	2916	1159	0.30215770373515	0.818447829745416
g_Dorea	Smoking_status	Current smokers	0.000735248546529429	0.000706983050374107	2916	327	0.298435802350763	0.818447829745416
g_Enterobacter	family_income_cat	3000-5000	-0.000169743452730754	0.000164332745020032	2916	31	0.301725099558252	0.818447829745416
g_Prauseria	Age	Age	4.9735219513601e-05	4.79161179439756e-05	2916	15	0.299373333454095	0.818447829745416
g_Ralstonia	family_income_cat	>=10000	-0.0047655350278754	0.00460243088771994	2916	1359	0.300550534927771	0.818447829745416
g_Eubacterium	Education	Bachelor_degree_or_above	-0.00225857106403724	0.00218642554178981	2916	393	0.301691549680083	0.818447829745416
g_Acidaminococcus	Zn_intake	Zn_intake	0.000312028670017054	0.000308195811017737	2916	135	0.311414000676432	0.821907163872011
g_Bradyrhizobium	Smoking_status	Former smokers	0.000898754277358039	0.000877038933445117	2916	353	0.305562108112095	0.821907163872011
g_Brevibacterium	Smoking_status	Current smokers	0.000169371300076831	0.00016682368166991	2916	1	0.310061322120998	0.821907163872011
g_Catenibacterium	Smoking_status	Former smokers	-0.00203236067218701	0.00201070915216857	2916	109	0.312211874605844	0.821907163872011
g_Coprobacillus	Dringking_status	Drinking within the past 30 days	-0.000298052604339139	0.000293342765353368	2916	45	0.309687714310524	0.821907163872011
g_Enterobacter	Marital_status	Other	0.000173943796118608	0.000169562430202378	2916	31	0.305053038037805	0.821907163872011
g_Enterobacter	Dringking_status	Drinking within the past 30 days	-0.000125276634056059	0.000123709720227875	2916	31	0.311304295594618	0.821907163872011
g_Holdemania	Education	High_school	-0.000164393563993161	0.000161595915065805	2916	44	0.309089713929124	0.821907163872011
g_Holdemania	Serum_Zn	Serum_Zn	5.7526732877597e-05	5.67122353929238e-05	2916	44	0.31049481751206	0.821907163872011
g_Ochrobactrum	family_income_cat	5000-10000	-0.000151406703669422	0.000148679408400151	2916	22	0.308599824315152	0.821907163872011
g_Phascolarctobacterium	BMI	BMI	0.00078394033383688	0.00076612149573866	2916	1236	0.306271105052199	0.821907163872011
g_Prauseria	Gender	Female	0.000121937814049604	0.000119721971298865	2916	15	0.308521565591514	0.821907163872011
g_Prauseria	Education	Bachelor_degree_or_above	-0.00016924821080896	0.000166585173822058	2916	15	0.309720905901573	0.821907163872011
g_Ruminococcus	family_income_cat	3000-5000	0.00456093292737476	0.00451203595612773	2916	1983	0.312178893592458	0.821907163872011
g_Bifidobacterium	Smoking_status	Former smokers	0.00260971189193897	0.00259773517809746	2916	466	0.315168396518056	0.82750511334172
g_Bulleidia	Education	High_school	-7.34620889083692e-05	7.33276041796014e-05	2916	4	0.316507459882729	0.82750511334172
g_Coprobacillus	family_income_cat	3000-5000	-0.000390959645742874	0.000389668829365148	2916	45	0.315793881854242	0.82750511334172
g_Megamonas	family_income_cat	5000-10000	0.00249595109347219	0.00250299033537034	2916	347	0.318756737023317	0.82750511334172
g_Methanobrevibacter	BMI	BMI	-0.000271582727651236	0.000271388247817941	2916	146	0.317047440362859	0.82750511334172
g_Paraprevotella	family_income_cat	5000-10000	0.000559279050725659	0.000560381970702618	2916	147	0.318347299791593	0.82750511334172
g_Turicibacter	Age	Age	0.000390759299474462	0.000391565708573215	2916	255	0.318391560231712	0.82750511334172
g_Klebsiella	Gender	Female	-0.00429907594788766	0.00432029641344787	2916	893	0.319776507840672	0.828511861223558
g_Bilophila	family_income_cat	3000-5000	0.000253471247672227	0.000256833781190867	2916	34	0.323770312785081	0.832247791409644
g_Halomonas	Dringking_status	Drinking within the past 30 days	-5.83401390048699e-05	5.92678837843216e-05	2916	0	0.325027360184392	0.832247791409644
g_Lacticigenium	Smoking_status	Current smokers	0.000372895013017712	0.000378456982839205	2916	70	0.324557293510557	0.832247791409644
g_Leptothrix	Smoking_status	Current smokers	9.12384337845165e-05	9.22081307718673e-05	2916	6	0.322509249822754	0.832247791409644
g_Prevotella	Gender	Female	-0.00711965351340657	0.00722293610204332	2916	1387	0.324362325927481	0.832247791409644
g_Streptococcus	Energy_intake	Energy_intake	0.00113083415405505	0.00114507458079955	2916	690	0.323448844929247	0.832247791409644
g_Oscillospira	Education	High_school	-0.000657199324101177	0.000670367477785086	2916	466	0.326991909249878	0.835645990305245
g_Bacteroides	Dringking_status	Drinking more than 30 days ago	0.00999393223060786	0.0102411944766825	2916	2808	0.329217278913976	0.839230030329903
g_Lachnobacterium	family_income_cat	3000-5000	-0.000594053256306162	0.000609326919204794	2916	100	0.329674649595652	0.839230030329903
g_Akkermansia	Education	High_school	-0.00502133090498967	0.00520732223672306	2916	571	0.334984708232387	0.851094869171821
g_Akkermansia	Marital_status	Other	0.00609904207896404	0.00636058982159667	2916	571	0.337699268436953	0.851130073503929
g_Atopobium	family_income_cat	3000-5000	8.60248353947349e-05	8.97403643337574e-05	2916	6	0.337841872657623	0.851130073503929
g_Coprobacillus	Gender	Female	-0.000301276643568354	0.00031644338663295	2916	45	0.341140312241308	0.851130073503929
g_Lachnobacterium	Education	Bachelor_degree_or_above	-0.000660624218307105	0.000688514687565446	2916	100	0.337391130255278	0.851130073503929
g_Ochrobactrum	Smoking_status	Current smokers	-0.000133783218112262	0.000139971818546642	2916	22	0.33925972866105	0.851130073503929
g_Parabacteroides	Smoking_status	Former smokers	0.0016919118575754	0.00177524672285544	2916	927	0.340640575029251	0.851130073503929
g_SMB53	family_income_cat	>=10000	-0.000420281687489833	0.000436503563293201	2916	26	0.335709824127038	0.851130073503929
g_SMB53	Zn_intake	Zn_intake	0.000104781112905621	0.00010966349194925	2916	26	0.339415502917236	0.851130073503929
g_SMB53	Family_diabetes_history	Yes	-0.000362970013631448	0.000381519399011412	2916	26	0.34149078464002	0.851130073503929
g_Turicibacter	Education	High_school	-0.000968731110887694	0.00101769845285909	2916	255	0.341235132901616	0.851130073503929
g_Adlercreutzia	Energy_intake	Energy_intake	2.06602729133743e-05	2.17593722712091e-05	2916	2	0.34245146450698	0.851605427623517
g_Collinsella	Energy_intake	Energy_intake	0.000184155709922699	0.000194165363281976	2916	143	0.342980675656153	0.851605427623517
g_Eubacterium	Education	High_school	-0.00154586518617777	0.00163453578835835	2916	393	0.344354088475089	0.853399262742611
g_Actinomyces	Dringking_status	Drinking more than 30 days ago	0.000214782734467206	0.000227746287788235	2916	45	0.345719177634884	0.855165739394968
g_Desulfovibrio	Dringking_status	Drinking more than 30 days ago	0.000424958993365819	0.000452035558685859	2916	220	0.347244259408545	0.857320572664035
g_Acidaminococcus	Energy_intake	Energy_intake	-0.000252847984934731	0.000311147335320445	2916	135	0.416496421372527	0.862856911337324
g_Acidaminococcus	act_sports_intense	Yes	-0.000972339698961391	0.00106441652450281	2916	135	0.361058045586695	0.862856911337324
g_Acinetobacter	Dringking_status	Drinking more than 30 days ago	-0.00106578656368472	0.00126375265901311	2916	75	0.399102041563949	0.862856911337324
g_Acinetobacter	Zn_intake	Zn_intake	-0.000397442758152819	0.000437783171182822	2916	75	0.364031438175261	0.862856911337324
g_Adlercreutzia	Smoking_status	Current smokers	4.94744848491713e-05	6.02717642985264e-05	2916	2	0.411795428858243	0.862856911337324
g_Adlercreutzia	Zn_intake	Zn_intake	-1.77069082399636e-05	2.15529642169541e-05	2916	2	0.411398821596081	0.862856911337324
g_Akkermansia	act_sports_intense	Yes	-0.00581695818836603	0.00702456741649111	2916	571	0.407689044866402	0.862856911337324
g_Alistipes	family_income_cat	5000-10000	0.000136724725320942	0.000155302620980427	2916	15	0.378728617198172	0.862856911337324
g_Alistipes	Energy_intake	Energy_intake	-4.30802830280627e-05	5.27838451153623e-05	2916	15	0.414473373094326	0.862856911337324
g_Anaerostipes	BMI	BMI	-0.000122858296968768	0.00015387205130927	2916	148	0.424678043963563	0.862856911337324
g_Anaerostipes	Dringking_status	Drinking more than 30 days ago	-0.000433173624574898	0.000490247857920861	2916	148	0.376995857094781	0.862856911337324
g_Atopobium	Age	Age	-2.31313688932018e-05	2.91672813833743e-05	2916	6	0.427808537276324	0.862856911337324
g_Atopobium	family_income_cat	>=10000	0.000103094706758083	0.000117857274018512	2916	6	0.381786842779688	0.862856911337324
g_Bifidobacterium	Age	Age	-0.000499921445924321	0.000610299827559971	2916	466	0.412773529262379	0.862856911337324
g_Bifidobacterium	Education	Bachelor_degree_or_above	0.00185158807289832	0.00212176835728889	2916	466	0.382919308984784	0.862856911337324
g_Bifidobacterium	act_sports_intense	Yes	-0.0018290924666485	0.00213974904760985	2916	466	0.392723535201086	0.862856911337324
g_Bilophila	family_income_cat	>=10000	0.000286931873093688	0.000337303392422668	2916	34	0.395026319465764	0.862856911337324
g_Bilophila	family_income_cat	Declined to answer or unknown	0.000189243360679064	0.00021068931689009	2916	34	0.369147995429371	0.862856911337324
g_Bilophila	Smoking_status	Current smokers	-0.000190722221968254	0.000236974645988864	2916	34	0.42098892546545	0.862856911337324
g_Blautia	Smoking_status	Current smokers	0.00163760366440956	0.00204303502252457	2916	884	0.422876538876234	0.862856911337324
g_Blautia	Family_diabetes_history	Yes	0.00213736809414978	0.00254169520430452	2916	884	0.400460908691364	0.862856911337324
g_Blautia	Serum_Zn	Serum_Zn	-0.000592522567332801	0.000656440016499948	2916	884	0.366797273409429	0.862856911337324
g_Bradyrhizobium	family_income_cat	Declined to answer or unknown	-0.000423308833233262	0.000520055257267411	2916	353	0.415729658015665	0.862856911337324
g_Bradyrhizobium	Dringking_status	Drinking within the past 30 days	-0.000420517636221693	0.000477242197294932	2916	353	0.378314663937578	0.862856911337324
g_Brevibacterium	Marital_status	Other	-0.000172215644855504	0.000186557832173343	2916	1	0.356020517345886	0.862856911337324
g_Brevibacterium	Dringking_status	Drinking more than 30 days ago	-0.000152480776961717	0.000172208198860719	2916	1	0.375990533034376	0.862856911337324
g_Brevibacterium	Zn_intake	Zn_intake	4.74843356537374e-05	5.9655543245148e-05	2916	1	0.426111663361934	0.862856911337324
g_Bulleidia	Gender	Female	-6.29087950354314e-05	7.04928820296739e-05	2916	4	0.372245516997603	0.862856911337324
g_Bulleidia	family_income_cat	5000-10000	-6.94397133225537e-05	8.50755697919381e-05	2916	4	0.414445941612185	0.862856911337324
g_Butyricimonas	Serum_Zn	Serum_Zn	-7.43256103286225e-05	8.12856793572748e-05	2916	77	0.360595843965557	0.862856911337324
g_Catenibacterium	Education	Bachelor_degree_or_above	-0.00141248048076306	0.0016422994502107	2916	109	0.38982567878242	0.862856911337324
g_Catenibacterium	family_income_cat	>=10000	-0.00169447725262287	0.00190878962980809	2916	109	0.374763265797233	0.862856911337324
g_Catenibacterium	Dringking_status	Drinking more than 30 days ago	-0.00113740396385369	0.00138431639944425	2916	109	0.41135182176603	0.862856911337324
g_Catenibacterium	Serum_Zn	Serum_Zn	-0.000370966065354997	0.000430882124190673	2916	109	0.389339282608597	0.862856911337324
g_Citrobacter	Education	High_school	7.1882239507344e-05	8.78722915825273e-05	2916	7	0.413406909476756	0.862856911337324
g_Citrobacter	Family_diabetes_history	Yes	-9.78372614440006e-05	0.000119406168204933	2916	7	0.412645495067903	0.862856911337324
g_Clostridium	Age	Age	0.000426145288926962	0.00047013890332233	2916	657	0.364786766833743	0.862856911337324
g_Clostridium	Gender	Female	0.000945938021428766	0.00117467688755266	2916	657	0.420727069576284	0.862856911337324
g_Clostridium	family_income_cat	>=10000	-0.00161377805315956	0.00189970703225041	2916	657	0.395680102511377	0.862856911337324
g_Collinsella	Dringking_status	Drinking more than 30 days ago	-0.00049143662146741	0.000555182060902521	2916	143	0.376132497190562	0.862856911337324
g_Coprobacillus	Smoking_status	Current smokers	0.000335355672273205	0.00035953850176382	2916	45	0.351032369719393	0.862856911337324
g_Coprobacillus	Dringking_status	Drinking more than 30 days ago	-0.000295576341951823	0.000371143216538881	2916	45	0.425868169112129	0.862856911337324
g_Desulfovibrio	Gender	Female	0.000353077232038658	0.000385413653529851	2916	220	0.359691017805188	0.862856911337324
g_Desulfovibrio	family_income_cat	5000-10000	-0.000432208896026687	0.000465143220642364	2916	220	0.352865322554648	0.862856911337324
g_Desulfovibrio	act_sports_intense	Yes	0.000435112404976579	0.000540822132572433	2916	220	0.42115189451696	0.862856911337324
g_Dialister	Smoking_status	Former smokers	0.00435555049466123	0.00506032575572682	2916	608	0.389460598070345	0.862856911337324
g_Dialister	Serum_Zn	Serum_Zn	-0.000923618483727571	0.00108439547727366	2916	608	0.394431153290913	0.862856911337324
g_Dorea	Marital_status	Other	0.00070494676065333	0.000790614521516583	2916	327	0.372657808360572	0.862856911337324
g_Dorea	family_income_cat	Declined to answer or unknown	0.000555888394832018	0.000628564188015254	2916	327	0.3765655627969	0.862856911337324
g_Dorea	act_sports_intense	Yes	-0.000792588262786954	0.000873146227413226	2916	327	0.364092036241005	0.862856911337324
g_Eggerthella	family_income_cat	5000-10000	0.000198876308827291	0.000232958695664718	2916	30	0.393343100019272	0.862856911337324
g_Enhydrobacter	Smoking_status	Former smokers	0.00011074645422463	0.000120601235675965	2916	2	0.358545505048485	0.862856911337324
g_Enhydrobacter	Dringking_status	Drinking within the past 30 days	-5.91930086784346e-05	6.56253633854023e-05	2916	2	0.367140531067404	0.862856911337324
g_Enterobacter	Gender	Female	-0.000106509582747801	0.000133451809459715	2916	31	0.424870536859614	0.862856911337324
g_Enterobacter	family_income_cat	>=10000	-0.000187342778706008	0.000215820489518056	2916	31	0.385439386139991	0.862856911337324
g_Fusobacterium	family_income_cat	Declined to answer or unknown	-0.00200043623007432	0.00239569450636127	2916	469	0.403779226400572	0.862856911337324
g_Fusobacterium	Dringking_status	Drinking within the past 30 days	0.0018230027245863	0.00219847120913799	2916	469	0.407051762195262	0.862856911337324
g_Halomonas	Age	Age	-2.31272369319484e-05	2.55886767852487e-05	2916	0	0.366172679750443	0.862856911337324
g_Halomonas	Education	High_school	5.86733494115347e-05	6.65062241276158e-05	2916	0	0.377729211322243	0.862856911337324
g_Halomonas	Family_diabetes_history	Yes	8.07951684477173e-05	9.0372667445447e-05	2916	0	0.371384318629247	0.862856911337324
g_Holdemania	family_income_cat	5000-10000	-0.000153390717654273	0.000187485527504762	2916	44	0.413340577350491	0.862856911337324
g_Klebsiella	Education	High_school	0.0041574817369638	0.00449402799576986	2916	893	0.35498444050975	0.862856911337324
g_Klebsiella	family_income_cat	Declined to answer or unknown	-0.00352503917342824	0.00436418906744076	2916	893	0.419318602645237	0.862856911337324
g_Lachnobacterium	BMI	BMI	-0.000162871245844764	0.000182154650840026	2916	100	0.37132279926475	0.862856911337324
g_Lachnobacterium	Energy_intake	Energy_intake	0.000186581688622724	0.000202970331244379	2916	100	0.358038260200725	0.862856911337324
g_Lachnobacterium	Serum_Zn	Serum_Zn	0.00015694831464745	0.000180642251981887	2916	100	0.385009371937394	0.862856911337324
g_Lachnospira	BMI	BMI	-0.000247800835579569	0.000303524389874832	2916	226	0.414331907561226	0.862856911337324
g_Lachnospira	Marital_status	Other	0.000868158165470068	0.00104763311594562	2916	226	0.407350795482659	0.862856911337324
g_Lachnospira	Family_diabetes_history	Yes	-0.000925181138986238	0.00116546997873658	2916	226	0.427361388962365	0.862856911337324
g_Lacticigenium	Smoking_status	Former smokers	-0.000450652817955403	0.000567448610025557	2916	70	0.427159330577047	0.862856911337324
g_Lactobacillus	Gender	Female	0.000762253845821969	0.000928602477706888	2916	78	0.411792834631527	0.862856911337324
g_Lactobacillus	Dringking_status	Drinking within the past 30 days	-0.00070027480322053	0.000860813751309295	2916	78	0.415996448458391	0.862856911337324
g_Leptothrix	Dringking_status	Drinking within the past 30 days	-6.15440780378578e-05	7.52314089756446e-05	2916	6	0.41338816873804	0.862856911337324
g_Megamonas	Smoking_status	Former smokers	-0.00315197114054234	0.00353312471069337	2916	347	0.372402745692722	0.862856911337324
g_Megamonas	Dringking_status	Drinking within the past 30 days	0.00153523825183811	0.00192255569957983	2916	347	0.424622481698529	0.862856911337324
g_Megasphaera	family_income_cat	5000-10000	0.00149241938834109	0.00161092366592117	2916	280	0.35429608782986	0.862856911337324
g_Methanobrevibacter	Zn_intake	Zn_intake	-0.000266196630467868	0.000299532518947783	2916	146	0.374234405183918	0.862856911337324
g_Methanobrevibacter	Serum_Zn	Serum_Zn	0.000226497932863574	0.00026913495769211	2916	146	0.400093957655477	0.862856911337324
g_Methylobacterium	BMI	BMI	2.86197700705465e-05	3.31818419118711e-05	2916	11	0.388476698294989	0.862856911337324
g_Methylobacterium	family_income_cat	5000-10000	-9.50723313564413e-05	0.000108785383587133	2916	11	0.382221224982735	0.862856911337324
g_Methylobacterium	act_sports_intense	Yes	0.000100412236821624	0.000126484791207005	2916	11	0.42733728306532	0.862856911337324
g_Ochrobactrum	BMI	BMI	3.6130593433519e-05	4.53503629109587e-05	2916	22	0.425691112385707	0.862856911337324
g_Odoribacter	Family_diabetes_history	Yes	-0.000156876109132418	0.000170664455783465	2916	13	0.358063414509721	0.862856911337324
g_Parabacteroides	Age	Age	0.00033622808111034	0.000417068213099599	2916	927	0.420210750775155	0.862856911337324
g_Parabacteroides	act_sports_intense	Yes	0.00117471002532717	0.00146226702264718	2916	927	0.42183925933975	0.862856911337324
g_Paraprevotella	Smoking_status	Current smokers	0.000448926291614899	0.000527562521024377	2916	147	0.394870676659991	0.862856911337324
g_Phascolarctobacterium	family_income_cat	>=10000	0.00306726216825577	0.00336570704772138	2916	1236	0.362198568150511	0.862856911337324
g_Prauseria	Family_diabetes_history	Yes	-0.000154262318796562	0.000169227484037942	2916	15	0.362072170342777	0.862856911337324
g_Prevotella	act_sports_intense	Yes	-0.00894841702456499	0.0101354056099596	2916	1387	0.377370652028187	0.862856911337324
g_Pseudidiomarina	family_income_cat	3000-5000	5.13863998262318e-05	6.36211890133457e-05	2916	0	0.419333571498838	0.862856911337324
g_Pseudidiomarina	family_income_cat	>=10000	7.1917539701941e-05	8.35545962243085e-05	2916	0	0.38946070811465	0.862856911337324
g_Pseudidiomarina	Smoking_status	Current smokers	-5.11773572244658e-05	5.87018135773346e-05	2916	0	0.38337938990191	0.862856911337324
g_Pseudomonas	Marital_status	Other	-0.00046511952034438	0.000550242892220763	2916	15	0.398013999574968	0.862856911337324
g_Ralstonia	Smoking_status	Former smokers	0.00411302613385646	0.00484817696180182	2916	1359	0.396304556813609	0.862856911337324
g_Roseburia	Education	High_school	-0.0013727203306069	0.00164373186236147	2916	1155	0.403716645557289	0.862856911337324
g_Roseburia	Smoking_status	Current smokers	-0.00152695361379214	0.00179538720272687	2916	1155	0.395124652038575	0.862856911337324
g_Roseburia	Energy_intake	Energy_intake	0.000602640524615194	0.000648172472961006	2916	1155	0.352576298721495	0.862856911337324
g_Roseburia	Zn_intake	Zn_intake	0.000563251277248917	0.000642023949129618	2916	1155	0.380393382124199	0.862856911337324
g_SMB53	Smoking_status	Current smokers	-0.000267181866769741	0.000306668357650744	2916	26	0.383695114634481	0.862856911337324
g_SMB53	Energy_intake	Energy_intake	9.51100732777097e-05	0.000110713715378762	2916	26	0.390376775183792	0.862856911337324
g_Sediminibacterium	Education	High_school	0.00216741024228416	0.0026300192346931	2916	1078	0.409948144316875	0.862856911337324
g_Sediminibacterium	act_sports_intense	Yes	0.00296239277961298	0.00354784024896376	2916	1078	0.403795126553411	0.862856911337324
g_Sediminibacterium	Family_diabetes_history	Yes	-0.00329197097366709	0.00357382871738398	2916	1078	0.357057805103696	0.862856911337324
g_Serratia	Energy_intake	Energy_intake	-0.000142532733209221	0.000157076009298482	2916	13	0.364264203095106	0.862856911337324
g_Sphingomonas	Marital_status	Other	-7.44401420204147e-05	8.97635362886192e-05	2916	3	0.407007799128792	0.862856911337324
g_Sphingomonas	Family_diabetes_history	Yes	-9.05103532190259e-05	9.98600608717756e-05	2916	3	0.364814444476707	0.862856911337324
g_Staphylococcus	family_income_cat	5000-10000	-8.27385241874106e-05	9.98064569493957e-05	2916	7	0.40717855818606	0.862856911337324
g_Staphylococcus	Smoking_status	Former smokers	-0.000112062120163429	0.000140882948827883	2916	7	0.426430269617271	0.862856911337324
g_Staphylococcus	Zn_intake	Zn_intake	2.79901686760967e-05	3.36001737272444e-05	2916	7	0.404892880192841	0.862856911337324
g_Sutterella	Dringking_status	Drinking more than 30 days ago	-0.000724877638310189	0.000799502363005857	2916	355	0.364661506034133	0.862856911337324
g_Synergistes	family_income_cat	5000-10000	0.000233515496840438	0.000289217616716639	2916	21	0.419499999047309	0.862856911337324
g_Synergistes	Energy_intake	Energy_intake	8.17758544961514e-05	9.82985205853629e-05	2916	21	0.405526429620489	0.862856911337324
g_Synergistes	Zn_intake	Zn_intake	-8.5125922848053e-05	9.73660669227624e-05	2916	21	0.382034269653067	0.862856911337324
g_Synergistes	act_sports_intense	Yes	-0.000298493536143807	0.000336273391309884	2916	21	0.374802025428537	0.862856911337324
g_Turicibacter	Smoking_status	Current smokers	0.000912562805630693	0.00111159418414701	2916	255	0.411742545747688	0.862856911337324
g_Turicibacter	Dringking_status	Drinking more than 30 days ago	0.000947519135809685	0.00114747277125064	2916	255	0.409017156560507	0.862856911337324
g_Veillonella	BMI	BMI	-0.00064630872664967	0.000741748768244645	2916	364	0.38364565130626	0.862856911337324
g_WAL_1855D	Dringking_status	Drinking within the past 30 days	-0.000258489673911812	0.000315117206587837	2916	49	0.412114372470808	0.862856911337324
g_Eubacterium	Family_diabetes_history	Yes	-0.00176390738119352	0.00222110578621247	2916	393	0.427168930582584	0.862856911337324
g_Turicibacter	family_income_cat	5000-10000	-0.000933833636196585	0.00118074600584655	2916	255	0.429076195464592	0.86408431989874
g_Anaerostipes	act_sports_intense	Yes	-0.000461391652342309	0.00058653990137551	2916	148	0.431561089704294	0.866101675459912
g_Halomonas	family_income_cat	>=10000	8.1417059826564e-05	0.000103397078802457	2916	0	0.431099733554778	0.866101675459912
g_Ochrobactrum	family_income_cat	>=10000	-0.00015655291261252	0.000199232154319037	2916	22	0.432059874714556	0.866101675459912
g_Eggerthella	Smoking_status	Current smokers	-0.000171536942205695	0.000219315187148749	2916	30	0.43419152466957	0.866297418423922
g_Enhydrobacter	family_income_cat	Declined to answer or unknown	-5.60813891959366e-05	7.15125683187888e-05	2916	2	0.432976786604817	0.866297418423922
g_Lachnobacterium	Education	High_school	-0.000401519397242541	0.000514722260660581	2916	100	0.43541341848286	0.866297418423922
g_Roseburia	Family_diabetes_history	Yes	-0.00174218349219775	0.00223360196606013	2916	1155	0.435461478826365	0.866297418423922
g_Veillonella	Marital_status	Other	-0.00199802634840697	0.00256019153401614	2916	364	0.435207096933426	0.866297418423922
g_Parabacteroides	Marital_status	Other	0.00103016614901598	0.00132405032071741	2916	927	0.436608083724096	0.866912921585551
g_Staphylococcus	family_income_cat	3000-5000	-7.91483323966967e-05	0.00010183537851468	2916	7	0.437093395246414	0.866912921585551
g_Acidaminococcus	Smoking_status	Former smokers	-0.000996319420083988	0.00129224137425734	2916	135	0.440769223350853	0.869562067516384
g_Acinetobacter	Education	Bachelor_degree_or_above	-0.00114111273015078	0.00149926729029055	2916	75	0.446651184393634	0.869562067516384
g_Acinetobacter	Smoking_status	Current smokers	0.000927171132677783	0.00122423829231975	2916	75	0.448904624637656	0.869562067516384
g_Actinomyces	Dringking_status	Drinking within the past 30 days	-0.000133206720864875	0.000180005245634783	2916	45	0.459350409171754	0.869562067516384
g_Akkermansia	family_income_cat	Declined to answer or unknown	-0.00379252029756252	0.00505687521251295	2916	571	0.453331837205718	0.869562067516384
g_Alistipes	Dringking_status	Drinking more than 30 days ago	-0.000110441425483451	0.000150926217828814	2916	15	0.464375666193282	0.869562067516384
g_Blautia	family_income_cat	3000-5000	-0.00161336693807304	0.00221424704634862	2916	884	0.466286905769655	0.869562067516384
